s,t,interval,count,hit,support,confidence
2.048,3.3920000000000012,1.3440000000000012,112.0,45.0,0.7466666666666667,0.4017857142857143
2.048,3.4160000000000013,1.3680000000000012,124.0,47.0,0.8266666666666667,0.3790322580645161
2.048,3.4400000000000013,1.3920000000000012,124.0,47.0,0.8266666666666667,0.3790322580645161
2.048,3.4640000000000013,1.4160000000000013,124.0,47.0,0.8266666666666667,0.3790322580645161
2.048,3.4880000000000013,1.4400000000000013,124.0,47.0,0.8266666666666667,0.3790322580645161
2.048,3.5120000000000013,1.4640000000000013,130.0,47.0,0.8666666666666667,0.36153846153846153
2.048,3.5360000000000014,1.4880000000000013,130.0,47.0,0.8666666666666667,0.36153846153846153
2.048,3.5600000000000014,1.5120000000000013,130.0,47.0,0.8666666666666667,0.36153846153846153
2.048,3.5840000000000014,1.5360000000000014,130.0,47.0,0.8666666666666667,0.36153846153846153
2.048,3.6080000000000014,1.5600000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.048,3.6320000000000014,1.5840000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.048,3.6560000000000015,1.6080000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.048,3.6800000000000015,1.6320000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.048,3.7040000000000015,1.6560000000000015,137.0,48.0,0.9133333333333333,0.35036496350364965
2.048,3.7280000000000015,1.6800000000000015,137.0,48.0,0.9133333333333333,0.35036496350364965
2.048,3.7520000000000016,1.7040000000000015,137.0,48.0,0.9133333333333333,0.35036496350364965
2.048,3.7760000000000016,1.7280000000000015,137.0,48.0,0.9133333333333333,0.35036496350364965
2.048,3.8000000000000016,1.7520000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.048,3.8240000000000016,1.7760000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.048,3.8480000000000016,1.8000000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.048,3.8720000000000017,1.8240000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.048,3.8960000000000017,1.8480000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.048,3.9200000000000017,1.8720000000000017,145.0,50.0,0.9666666666666667,0.3448275862068966
2.048,3.9440000000000017,1.8960000000000017,145.0,50.0,0.9666666666666667,0.3448275862068966
2.048,3.9680000000000017,1.9200000000000017,145.0,50.0,0.9666666666666667,0.3448275862068966
2.048,3.9920000000000018,1.9440000000000017,145.0,50.0,0.9666666666666667,0.3448275862068966
2.048,4.016000000000002,1.9680000000000017,146.0,50.0,0.9733333333333334,0.3424657534246575
2.048,4.040000000000002,1.9920000000000018,146.0,50.0,0.9733333333333334,0.3424657534246575
2.048,4.064000000000002,2.016000000000002,146.0,50.0,0.9733333333333334,0.3424657534246575
2.048,4.088000000000002,2.040000000000002,146.0,50.0,0.9733333333333334,0.3424657534246575
2.048,4.112000000000002,2.064000000000002,147.0,50.0,0.98,0.3401360544217687
2.048,4.136000000000002,2.088000000000002,147.0,50.0,0.98,0.3401360544217687
2.048,4.160000000000002,2.112000000000002,147.0,50.0,0.98,0.3401360544217687
2.048,4.184000000000002,2.136000000000002,147.0,50.0,0.98,0.3401360544217687
2.048,4.208000000000002,2.160000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.048,4.232000000000002,2.184000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.048,4.256000000000002,2.208000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.048,4.280000000000002,2.232000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.048,4.304000000000002,2.256000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.048,4.328000000000002,2.280000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.048,4.352000000000002,2.304000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.048,4.376000000000002,2.328000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,2.7200000000000006,0.6480000000000006,32.0,11.0,0.21333333333333335,0.34375
2.072,2.7440000000000007,0.6720000000000006,32.0,11.0,0.21333333333333335,0.34375
2.072,2.7680000000000007,0.6960000000000006,32.0,11.0,0.21333333333333335,0.34375
2.072,2.7920000000000007,0.7200000000000006,32.0,11.0,0.21333333333333335,0.34375
2.072,2.8160000000000007,0.7440000000000007,46.0,19.0,0.30666666666666664,0.41304347826086957
2.072,2.8400000000000007,0.7680000000000007,46.0,19.0,0.30666666666666664,0.41304347826086957
2.072,2.8640000000000008,0.7920000000000007,46.0,19.0,0.30666666666666664,0.41304347826086957
2.072,2.888000000000001,0.8160000000000007,46.0,19.0,0.30666666666666664,0.41304347826086957
2.072,2.912000000000001,0.8400000000000007,56.0,21.0,0.37333333333333335,0.375
2.072,2.936000000000001,0.8640000000000008,56.0,21.0,0.37333333333333335,0.375
2.072,2.960000000000001,0.8880000000000008,56.0,21.0,0.37333333333333335,0.375
2.072,2.984000000000001,0.9120000000000008,56.0,21.0,0.37333333333333335,0.375
2.072,3.008000000000001,0.9360000000000008,82.0,33.0,0.5466666666666666,0.4024390243902439
2.072,3.032000000000001,0.9600000000000009,82.0,33.0,0.5466666666666666,0.4024390243902439
2.072,3.056000000000001,0.9840000000000009,82.0,33.0,0.5466666666666666,0.4024390243902439
2.072,3.080000000000001,1.008000000000001,82.0,33.0,0.5466666666666666,0.4024390243902439
2.072,3.104000000000001,1.032000000000001,93.0,37.0,0.62,0.3978494623655914
2.072,3.128000000000001,1.056000000000001,93.0,37.0,0.62,0.3978494623655914
2.072,3.152000000000001,1.080000000000001,93.0,37.0,0.62,0.3978494623655914
2.072,3.176000000000001,1.104000000000001,93.0,37.0,0.62,0.3978494623655914
2.072,3.200000000000001,1.128000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.072,3.224000000000001,1.152000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.072,3.248000000000001,1.176000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.072,3.272000000000001,1.200000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.072,3.296000000000001,1.224000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.072,3.320000000000001,1.248000000000001,112.0,45.0,0.7466666666666667,0.4017857142857143
2.072,3.344000000000001,1.2720000000000011,112.0,45.0,0.7466666666666667,0.4017857142857143
2.072,3.368000000000001,1.2960000000000012,112.0,45.0,0.7466666666666667,0.4017857142857143
2.072,3.3920000000000012,1.3200000000000012,112.0,45.0,0.7466666666666667,0.4017857142857143
2.072,3.4160000000000013,1.3440000000000012,124.0,47.0,0.8266666666666667,0.3790322580645161
2.072,3.4400000000000013,1.3680000000000012,124.0,47.0,0.8266666666666667,0.3790322580645161
2.072,3.4640000000000013,1.3920000000000012,124.0,47.0,0.8266666666666667,0.3790322580645161
2.072,3.4880000000000013,1.4160000000000013,124.0,47.0,0.8266666666666667,0.3790322580645161
2.072,3.5120000000000013,1.4400000000000013,130.0,47.0,0.8666666666666667,0.36153846153846153
2.072,3.5360000000000014,1.4640000000000013,130.0,47.0,0.8666666666666667,0.36153846153846153
2.072,3.5600000000000014,1.4880000000000013,130.0,47.0,0.8666666666666667,0.36153846153846153
2.072,3.5840000000000014,1.5120000000000013,130.0,47.0,0.8666666666666667,0.36153846153846153
2.072,3.6080000000000014,1.5360000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.072,3.6320000000000014,1.5600000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.072,3.6560000000000015,1.5840000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.072,3.6800000000000015,1.6080000000000014,134.0,48.0,0.8933333333333333,0.3582089552238806
2.072,3.7040000000000015,1.6320000000000014,137.0,48.0,0.9133333333333333,0.35036496350364965
2.072,3.7280000000000015,1.6560000000000015,137.0,48.0,0.9133333333333333,0.35036496350364965
2.072,3.7520000000000016,1.6800000000000015,137.0,48.0,0.9133333333333333,0.35036496350364965
2.072,3.7760000000000016,1.7040000000000015,137.0,48.0,0.9133333333333333,0.35036496350364965
2.072,3.8000000000000016,1.7280000000000015,143.0,50.0,0.9533333333333334,0.34965034965034963
2.072,3.8240000000000016,1.7520000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.072,3.8480000000000016,1.7760000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.072,3.8720000000000017,1.8000000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.072,3.8960000000000017,1.8240000000000016,143.0,50.0,0.9533333333333334,0.34965034965034963
2.072,3.9200000000000017,1.8480000000000016,145.0,50.0,0.9666666666666667,0.3448275862068966
2.072,3.9440000000000017,1.8720000000000017,145.0,50.0,0.9666666666666667,0.3448275862068966
2.072,3.9680000000000017,1.8960000000000017,145.0,50.0,0.9666666666666667,0.3448275862068966
2.072,3.9920000000000018,1.9200000000000017,145.0,50.0,0.9666666666666667,0.3448275862068966
2.072,4.016000000000002,1.9440000000000017,146.0,50.0,0.9733333333333334,0.3424657534246575
2.072,4.040000000000002,1.9680000000000017,146.0,50.0,0.9733333333333334,0.3424657534246575
2.072,4.064000000000002,1.9920000000000018,146.0,50.0,0.9733333333333334,0.3424657534246575
2.072,4.088000000000002,2.016000000000002,146.0,50.0,0.9733333333333334,0.3424657534246575
2.072,4.112000000000002,2.040000000000002,147.0,50.0,0.98,0.3401360544217687
2.072,4.136000000000002,2.064000000000002,147.0,50.0,0.98,0.3401360544217687
2.072,4.160000000000002,2.088000000000002,147.0,50.0,0.98,0.3401360544217687
2.072,4.184000000000002,2.112000000000002,147.0,50.0,0.98,0.3401360544217687
2.072,4.208000000000002,2.136000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,4.232000000000002,2.160000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,4.256000000000002,2.184000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,4.280000000000002,2.208000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,4.304000000000002,2.232000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,4.328000000000002,2.256000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,4.352000000000002,2.280000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.072,4.376000000000002,2.304000000000002,148.0,50.0,0.9866666666666667,0.33783783783783783
2.096,2.7200000000000006,0.6240000000000006,32.0,11.0,0.21333333333333335,0.34375
2.096,2.7440000000000007,0.6480000000000006,32.0,11.0,0.21333333333333335,0.34375
2.096,2.7680000000000007,0.6720000000000006,32.0,11.0,0.21333333333333335,0.34375
2.096,2.7920000000000007,0.6960000000000006,32.0,11.0,0.21333333333333335,0.34375
2.096,2.8160000000000007,0.7200000000000006,46.0,19.0,0.30666666666666664,0.41304347826086957
2.096,2.8400000000000007,0.7440000000000007,46.0,19.0,0.30666666666666664,0.41304347826086957
2.096,2.8640000000000008,0.7680000000000007,46.0,19.0,0.30666666666666664,0.41304347826086957
2.096,2.888000000000001,0.7920000000000007,46.0,19.0,0.30666666666666664,0.41304347826086957
2.096,2.912000000000001,0.8160000000000007,56.0,21.0,0.37333333333333335,0.375
2.096,2.936000000000001,0.8400000000000007,56.0,21.0,0.37333333333333335,0.375
2.096,2.960000000000001,0.8640000000000008,56.0,21.0,0.37333333333333335,0.375
2.096,2.984000000000001,0.8880000000000008,56.0,21.0,0.37333333333333335,0.375
2.096,3.008000000000001,0.9120000000000008,82.0,33.0,0.5466666666666666,0.4024390243902439
2.096,3.032000000000001,0.9360000000000008,82.0,33.0,0.5466666666666666,0.4024390243902439
2.096,3.056000000000001,0.9600000000000009,82.0,33.0,0.5466666666666666,0.4024390243902439
2.096,3.080000000000001,0.9840000000000009,82.0,33.0,0.5466666666666666,0.4024390243902439
2.096,3.104000000000001,1.008000000000001,93.0,37.0,0.62,0.3978494623655914
2.096,3.128000000000001,1.032000000000001,93.0,37.0,0.62,0.3978494623655914
2.096,3.152000000000001,1.056000000000001,93.0,37.0,0.62,0.3978494623655914
2.096,3.176000000000001,1.080000000000001,93.0,37.0,0.62,0.3978494623655914
2.096,3.200000000000001,1.104000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.096,3.224000000000001,1.128000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.096,3.248000000000001,1.152000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.096,3.272000000000001,1.176000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
2.096,3.296000000000001,1.200000000000001,106.0,42.0,0.7066666666666667,0.39622641509433965
