transaction_id,version,unique_bukken_key,bukken_meishou,shubetu,kouzou,shozaiti,shozaiti_todouhuken,shozaiti_sikutyouson,shozaiti_tyoumei,shozaiti_tyoume,kansei_nengetu,kaisuu,soukosuu,heyabangou,yachin,kyouekihi,sikikin,sikikin_tani,reikin,reikin_tani,hoshoukin,hoshoukin_tani,sikibiki_shoukyaku,sikibiki_shoukyaku_tani,kousinryou,kousinryou_tani,shozaikai,madori,madori_serviceroom_flg,senyuumenseki,tyuusharyou,tyuushajyou_bikou,hoken,tyukai_tesuryou,hoka_shokihiyou,hoka_shohiyou,hoshougaisha,koutuu_1_rosen,koutuu_1_eki,koutuu_1_bus,koutuu_1_toho,koutuu_2_rosen,koutuu_2_eki,koutuu_2_bus,koutuu_2_toho,koutuu_3_rosen,koutuu_3_eki,koutuu_3_bus,koutuu_3_toho,ikkaino_bukken_flg,nikai_ijyou_flg,saijyoukai_flg,kadobeya_flg,minamimuki_flg,gas_konro_flg,ih_cooking_heater_flg,konro_hutakuchi_ijyou_flg,system_kitchen_flg,counter_kitchen_flg,shokkiarai_kansouki_flg,disposer_flg,jyousuiki_flg,bath_toilet_betu_flg,oidaki_kinou_flg,onsui_senjyoutuki_danbaou_benza_flg,yokusitu_kansouki_flg,senmenjyo_dokuritu_flg,situnai_sentakuki_okiba_flg,yokusitu_danbou_flg,yokusitu_tv_flg,mist_sauna_flg,senpatu_senmen_keshoudai_flg,hitotubo_huro_flg,air_conditioner_flg,yukadanbou_flg,touyu_danbou_flg,gasu_danbou_flg,sekiyu_danbou_flg,nidaime_air_conditioner_flg,tosigas_flg,all_denka_flg,propane_gas__flg,maisonette_flg,flooring_flg,senyouniwa_flg,balcony_flg,balcony_nimenijyou_flg,roof_balcony_flg,barrier_free_flg,roft_flg,elevator_flg,sikitinai_gomi_okiba_flg,24jikan_gomi_dasi_ka_flg,bouonsitu_flg,tikasitu_flg,pair_glass_flg,24jikan_kanki_system_flg,koushaon_yuka_flg,shoumei_kigu_flg,situnai_monohosi_flg,hutari_nyukyo_ka_flg,jyosei_gentei_flg,pet_flg,gakki_soudan_ka_flg,jimusho_ka_flg,room_share_ka_flg,hoshounin_huyou_flg,tokutei_yuuryou_tintai_jyutaku_flg,customize_ka_flg,koureisha_soudan_flg,diy_ka_flg,monthly_ka_flg,auto_lock_flg,bouhan_camera_flg,tv_interphone_flg,kanrinin_ari_flg,takuhai_box_flg,home_security_flg,dimple_key_flg,dendou_shutter_flg,bouhanyou_glass_flg,shutter_amado_flg,card_key_flg,genkanjyou_nijyou_flg,jinkan_sensor_light_flg,cable_tv_flg,cs_antenna_flg,bs_antenna_flg,internet_siyouryou_muryou_flg,hikari_fiber_flg,internet_taiou_flg,walk_in_closet_flg,yukasita_shuunou_flg,shoes_box_flg,gaibu_monooki_flg,shuunou_space_flg,tyuushajyou_ari_flg,tyuushajyou_2daiijyou_flg,sikitinai_tyuushajyou_flg,bike_okiba_ari_flg,tyuurinnjyou_ari_flg,reform_renovation_flg,kagu_kaden_tuki_flg,designers_flg,tower_mansion_flg,bujyo_tintai_flg,kanseina_jyutakugai_flg,tile_hari_flg,athome_flg,homes_flg,suumo_flg,sinchiku_flg
35612,"2019-09-01 00:00:00",東京都中野区中央2丁目_201801_10_2_2_203,"アーバンプレイス中野坂上Ⅳ 203 ワンルーム",アパート,木造在来,東京都中野区中央2丁目,東京都,中野区,中央,2丁目,"2018-01-01 00:00:00",2,NULL,203,66000,4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1R,NULL,10.35,NULL,NULL,"要 2年 18,000円",不要,"事務手数料：2,160円、消毒代：16,200円、鍵交換代等：16,200円～",NULL,NULL,東京メトロ丸ノ内線,中野坂上,NULL,4,JR総武線,東中野,NULL,11,JR中央線,中野,NULL,20,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
41990,"2019-09-01 00:00:00",東京都中野区中央5丁目_200303_20_3_3_302,"カーサ中野 302 ワンルーム",マンション,重量鉄骨造,東京都中野区中央5丁目,東京都,中野区,中央,5丁目,"2003-03-01 00:00:00",3,NULL,302,76000,3000,1,ヶ月,NULL,NULL,NULL,NULL,NULL,NULL,1,ヶ月,3,1R,NULL,19.8,NULL,NULL,不要,NULL,"室内消毒：16,200円",NULL,NULL,JR中央線,中野,NULL,6,東京メトロ丸ノ内線,新中野,NULL,9,東京メトロ丸ノ内線,東高円寺,NULL,13,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
43294,"2019-09-01 00:00:00",東京都中野区野方1丁目_201909_11_2_1_,"JR中央線 高円寺駅 2階建 新築",アパート,木造在来,東京都中野区野方1丁目,東京都,中野区,野方,1丁目,"2019-09-01 00:00:00",2,NULL,NULL,56000,4000,56000,円,56000,円,NULL,NULL,NULL,NULL,NULL,NULL,1,1R,NULL,11.01,NULL,NULL,要,NULL,NULL,NULL,"保証会社利用必 エポスカード初回賃料の50％月次1％保証更新料なしポイント充当手続き後2度目より月次0．5％",JR中央線,高円寺,NULL,11,JR中央線,中野,NULL,17,西武新宿線,野方,NULL,15,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
58607,"2019-09-01 00:00:00",東京都中野区野方3丁目_200002_79_3_2_201,"アソシエール野方 02010 3LDK",マンション,鉄筋コンクリート造,東京都中野区野方3丁目,東京都,中野区,野方,3丁目,"2000-02-01 00:00:00",3,NULL,201,175000,10000,2,ヶ月,NULL,NULL,NULL,NULL,NULL,NULL,1,ヶ月,2,3LDK,NULL,78.71,27000,"有  /月",要,NULL,なし,NULL,NULL,JR中央線,中野,NULL,23,西武新宿線,野方,NULL,6,西武新宿線,沼袋,NULL,13,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0
66232,"2019-09-01 00:00:00",東京都中野区中央5丁目_197301_33_11_11_1102,"シャトレ・ソレイユ 1102 ワンルーム",マンション,鉄骨鉄筋コンクリート造,東京都中野区中央5丁目,東京都,中野区,中央,5丁目,"1973-01-01 00:00:00",11,NULL,1102,91000,7000,1,ヶ月,NULL,NULL,NULL,NULL,1,ヶ月,1,ヶ月,11,1R,NULL,32.5,NULL,NULL,"要 2年 17,000円",9.828万円,"保証契約料：49,000円、年間保証委託料：10,000円、住宅総合保険料：17,000円",NULL,NULL,JR中央線,中野,NULL,7,東京メトロ丸ノ内線,新中野,NULL,5,東京メトロ丸ノ内線,東高円寺,NULL,13,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
73957,"2019-09-01 00:00:00",東京都中野区本町3丁目_197608_45_12_5_,"中野坂上駅 5分 5階 2LDK",マンション,鉄筋コンクリート造,東京都中野区本町3丁目,東京都,中野区,本町,3丁目,"1976-08-01 00:00:00",12,NULL,NULL,115000,0,1,ヶ月,1,ヶ月,NULL,NULL,NULL,NULL,1,ヶ月,5,2LDK,NULL,45,30000,"近有  /月","要 2年 20,500円",NULL,"鍵交換費用：16,200円、室内消毒代：17,280円",NULL,NULL,東京メトロ丸ノ内線,中野坂上,NULL,5,都営大江戸線,西新宿五丁目,NULL,19,JR中央線,中野,NULL,20,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
74565,"2019-09-01 00:00:00",東京都中野区中野1丁目_199402_21_4_3_307,"エーエスホームズIII 307号室",マンション,鉄筋コンクリート造,東京都中野区中野1丁目,東京都,中野区,中野,1丁目,"1994-02-01 00:00:00",4,NULL,307,75000,0,75000,円,75000,円,NULL,NULL,NULL,NULL,NULL,NULL,3,1R,NULL,21,NULL,NULL,2万円2年,1.08ヶ月,"合計2.15万円（内訳：室内消臭抗菌代 6500円/鍵交換代 15000円）",NULL,"保証会社利用可 保証人有り：家賃総額の60％、保証人無し：家賃総額の80％",JR総武線,中野,NULL,9,東京メトロ丸ノ内線,新中野,NULL,13,JR総武線,東中野,NULL,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
76877,"2019-09-01 00:00:00",東京都杉並区高円寺南5丁目_199002_33_2_1_102,"ビバリーヒルズ 102 2DK",アパート,木造在来,東京都杉並区高円寺南5丁目,東京都,杉並区,高円寺南,5丁目,"1990-02-01 00:00:00",2,NULL,102,96000,0,1,ヶ月,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2DK,NULL,33,NULL,NULL,"要 2年 20,000円",1ヶ月,なし,NULL,NULL,東京メトロ丸ノ内線,東高円寺,NULL,7,JR中央線,中野,NULL,9,JR総武線,高円寺,NULL,12,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
77260,"2019-09-01 00:00:00",東京都杉並区高円寺南5丁目_197211_26_6_6_,"JR中央線 中野駅 6階建 築47年",マンション,鉄筋コンクリート造,東京都杉並区高円寺南5丁目,東京都,杉並区,高円寺南,5丁目,"1972-11-01 00:00:00",6,NULL,NULL,85000,3000,85000,円,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,2K,NULL,26,35000,"近隣80m ",2.5万円2年,1.08ヶ月,合計4.76万円（内訳：24時間サポート　21600円税込　鍵交換代　25920円税込）,NULL,NULL,JR中央線,中野,NULL,10,東京メトロ丸ノ内線,東高円寺,NULL,10,東京メトロ東西線,中野,NULL,10,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
78693,"2019-09-01 00:00:00",東京都中野区本町3丁目_197510_45_12_9_904,"MMマンション 904 2LDK",マンション,鉄骨鉄筋コンクリート造,東京都中野区本町3丁目,東京都,中野区,本町,3丁目,"1975-10-01 00:00:00",12,NULL,904,125000,0,1,ヶ月,1,ヶ月,NULL,NULL,NULL,NULL,1,ヶ月,9,2LDK,NULL,45,NULL,NULL,"要 2年 19,000円",不要,"24時間緊急対応サー：12,960円、事務手数料：16,200円",NULL,NULL,東京メトロ丸ノ内線,中野坂上,NULL,5,JR中央線,中野,NULL,20,都営大江戸線,中野坂上,NULL,5,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
80579,"2019-09-01 00:00:00",東京都中野区野方1丁目_200902_22_8_2_,"JR総武線 高円寺駅 8階建 築11年",マンション,鉄筋コンクリート造,東京都中野区野方1丁目,東京都,中野区,野方,1丁目,"2009-02-01 00:00:00",8,68,NULL,83000,12000,NULL,NULL,83000,円,NULL,NULL,NULL,NULL,NULL,NULL,2,1K,NULL,21.7,30000,"近隣100m ",2万円2年,NULL,NULL,カギ交換費用21600円／設備緊急受付システム料5400円,"保証会社利用可 総賃料の50％～",JR総武線,高円寺,NULL,10,西武新宿線,野方,NULL,13,JR総武線,中野,NULL,18,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
