fetch_datetime,todofuken,shikuchoson,bld_name,room_name,room_madori,bld_address,access,num_rooms,chinryo,kanrihi,sikikin,reikin,kibo_kozo,menseki_tsubo,syunko_nengappi,keiyaku_kikan,kousinryo,torihiki_taiyo,parking,hoken,kanri_gaisya,kagi_koukan,kouza_furikae,hosyo_gaisya,setsubi,bikou
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＭＳフォルム多摩川,３０５,2DK,東京都大田区多摩川１丁目２３番１号,"東京急行電鉄多摩川線矢口渡 徒歩5分
ＪＲ京浜東北線蒲田 徒歩23分
     
     
     ",－,"96,000円／月","6,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上7階地下1階,40.50m2／12.25坪,1990年02月01日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産レジデンシャルサービス株式会社　資産マネジメント事,"20,000円",100円／月,"40,500円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＭＦＰＲコート蒲田,３０６,1K,東京都大田区蒲田５丁目３２－５,"ＪＲ京浜東北線蒲田 徒歩7分
京浜急行電鉄京浜急行本線京急蒲田 徒歩10分
     
     
     ",－,"96,000円／月","8,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上10階 ,23.01m2／6.96坪,2006年09月26日,24ヶ月,新賃料の1ヶ月分,貸主,相談,借家人賠償責任保険を付帯した火災保険にご加入いただきます,株式会社ハリマビステム　東京本部,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／洗濯機／乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＭＳフォルム多摩川,４０３,2DK,東京都大田区多摩川１丁目２３番１号,"東京急行電鉄多摩川線矢口渡 徒歩5分
ＪＲ京浜東北線蒲田 徒歩23分
     
     
     ",－,"97,000円／月","6,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上7階地下1階,40.50m2／12.25坪,1990年02月01日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産レジデンシャルサービス株式会社　資産マネジメント事,"20,000円",100円／月,"40,500円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＭＦＰＲコート蒲田,６０６,1K,東京都大田区蒲田５丁目３２－５,"ＪＲ京浜東北線蒲田 徒歩7分
京浜急行電鉄京浜急行本線京急蒲田 徒歩10分
     
     
     ",－,"98,000円／月","8,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上10階 ,23.01m2／6.96坪,2006年09月26日,24ヶ月,新賃料の1ヶ月分,貸主,相談,借家人賠償責任保険を付帯した火災保険にご加入いただきます,株式会社ハリマビステム　東京本部,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／洗濯機／乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＭＦＰＲコート蒲田,５０６,1K,東京都大田区蒲田５丁目３２－５,"ＪＲ京浜東北線蒲田 徒歩7分
京浜急行電鉄京浜急行本線京急蒲田 徒歩10分
     
     
     ",－,"99,000円／月","8,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上10階 ,23.01m2／6.96坪,2006年09月26日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,株式会社ハリマビステム　東京本部,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／洗濯機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＫＤＸレジデンス西馬込,１０５,1K,東京都大田区南馬込６丁目４番４号,"東京都交通局都営浅草線西馬込 徒歩4分
     
     
     
     ",－,"99,000円／月","10,000円／月",2ヶ月,1ヶ月,鉄筋コンクリート造地上5階 ,25.22m2／7.62坪,2016年07月15日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,日本ハウズイング株式会社,"20,000円",,"35,000円","区分：必須
保証会社：(株)ｵﾘｺﾌｫﾚﾝﾄｲﾝｼｭｱ
条件：初回保証委託料(最低20,000円)：月額賃料等の50％(法人・個人)、２年目以降：10,000円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＭＦＰＲコート蒲田,７０６,1K,東京都大田区蒲田５丁目３２－５,"ＪＲ京浜東北線蒲田 徒歩7分
京浜急行電鉄京浜急行本線京急蒲田 徒歩10分
     
     
     ",－,"101,000円／月","8,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上10階 ,23.01m2／6.96坪,2006年09月26日,24ヶ月,新賃料の1ヶ月分,貸主,相談,借家人賠償責任保険を付帯した火災保険にご加入いただきます,株式会社ハリマビステム　東京本部,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／洗濯機／乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,ＫＤＸレジデンス西馬込,４０２,1K,東京都大田区南馬込６丁目４番４号,"東京都交通局都営浅草線西馬込 徒歩4分
     
     
     
     ",－,"102,000円／月","10,000円／月",2ヶ月,1ヶ月,鉄筋コンクリート造地上5階 ,25.22m2／7.62坪,2016年07月15日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,日本ハウズイング株式会社,"20,000円",,"35,000円","区分：必須
保証会社：(株)ｵﾘｺﾌｫﾚﾝﾄｲﾝｼｭｱ
条件：初回保証委託料(最低20,000円)：月額賃料等の50％(法人・個人)、２年目以降：10,000円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,パークアクシス大森,２０４,Studio,東京都大田区大森北２－４－１４,"ＪＲ京浜東北線大森 徒歩7分
京浜急行電鉄京浜急行本線大森海岸 徒歩7分
     
     
     ",－,"104,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上13階 ,26.03m2／7.87坪,2014年06月30日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ コンロ／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,パークアクシス蒲田ステーションゲート,４０２,1K,東京都大田区西蒲田８丁目２３番１,"ＪＲ京浜東北線蒲田 徒歩2分
京浜急行電鉄京浜急行本線京急蒲田 徒歩15分
東京急行電鉄池上線蒲田 徒歩2分
東京急行電鉄多摩川線蒲田 徒歩2分
     ",－,"105,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上14階 ,23.87m2／7.22坪,2012年09月18日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社 ファシリティーマネジメン ,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,オークスクエア大森,１３０１,1K,東京都大田区大森北一丁目３１番７号,"ＪＲ京浜東北線大森 徒歩4分
京浜急行電鉄京浜急行本線大森海岸 徒歩12分
     
     
     ",－,"108,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上15階地下1階,25.68m2／7.76坪,2016年02月29日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　横浜支店,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,オークスクエア大森,１３０１,1K,東京都大田区大森北一丁目３１番７号,"ＪＲ京浜東北線大森 徒歩4分
京浜急行電鉄京浜急行本線大森海岸 徒歩12分
     
     
     ",－,"108,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上15階地下1階,25.68m2／7.76坪,2016年02月29日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　横浜支店,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,オークスクエア大森,１３０１,1K,東京都大田区大森北一丁目３１番７号,"ＪＲ京浜東北線大森 徒歩4分
京浜急行電鉄京浜急行本線大森海岸 徒歩12分
     
     
     ",－,"108,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上15階地下1階,25.68m2／7.76坪,2016年02月29日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　横浜支店,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,パークアクシス西馬込,５０５,1K+WIC,東京都大田区仲池上二丁目１４番５号,"東京都交通局都営浅草線西馬込 徒歩9分
     
     
     
     ",－,"112,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上5階 ,27.07m2／8.18坪,2019年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,Ｍｉａ　Ｃａｓａ　Ⅱ,１０８,1K+WIC,東京都大田区西蒲田五丁目２番１４号,"ＪＲ京浜東北線蒲田 徒歩5分
     
     
     
     ",－,"114,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上8階 ,29.25m2／8.84坪,2016年12月09日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,株式会社ネクサス　蒲田,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ 床暖房／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,パークアクシス蒲田ステーションゲート,４１１,1K,東京都大田区西蒲田８丁目２３番１,"ＪＲ京浜東北線蒲田 徒歩2分
京浜急行電鉄京浜急行本線京急蒲田 徒歩15分
東京急行電鉄池上線蒲田 徒歩2分
東京急行電鉄多摩川線蒲田 徒歩2分
     ",－,"115,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上14階 ,25.76m2／7.79坪,2012年09月18日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社 ファシリティーマネジメン ,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,パークアクシス蒲田ステーションゲート,６０１,Studio,東京都大田区西蒲田８丁目２３番１,"ＪＲ京浜東北線蒲田 徒歩2分
京浜急行電鉄京浜急行本線京急蒲田 徒歩15分
東京急行電鉄池上線蒲田 徒歩2分
東京急行電鉄多摩川線蒲田 徒歩2分
     ",－,"118,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上14階 ,27.61m2／8.35坪,2012年09月18日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社 ファシリティーマネジメン ,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,オークスクエア大森,１３０１,1K,東京都大田区大森北一丁目３１番７号,"ＪＲ京浜東北線大森 徒歩4分
京浜急行電鉄京浜急行本線大森海岸 徒歩12分
     
     
     ",－,"108,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上15階地下1階,25.68m2／7.76坪,2016年02月29日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　横浜支店,"20,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,大田区,メルヴェーユ馬込,４０４,1DK,東京都大田区東馬込１丁目３３番４号,"東京都交通局都営浅草線馬込 徒歩4分
     
     
     
     ",－,"121,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上6階 ,31.44m2／9.51坪,2008年11月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,株式会社エム・エル・ビー　新百合ヶ丘店,"20,000円",100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
