fetch_datetime,todofuken,shikuchoson,bld_name,room_name,room_madori,bld_address,access,num_rooms,chinryo,kanrihi,sikikin,reikin,kibo_kozo,menseki_tsubo,syunko_nengappi,keiyaku_kikan,kousinryo,torihiki_taiyo,parking,hoken,kanri_gaisya,kagi_koukan,kouza_furikae,hosyo_gaisya,setsubi,bikou
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,２０６,1K,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"113,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上17階地下1階,29.88m2／9.03坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,２０６,1K,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"113,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上17階地下1階,29.88m2／9.03坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,２０６,1K,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"113,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上17階地下1階,29.88m2／9.03坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,リヴェール滝野川,９０１,2DK,東京都北区滝野川１丁目８９番８,"東京都交通局都営三田線西巣鴨 徒歩6分
ＪＲ京浜東北線王子 徒歩13分
     
     
     ",－,"128,000円／月","8,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上11階地下1階,48.44m2／14.65坪,1995年08月31日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産レジデンシャルサービス株式会社　資産マネジメント事,"20,000円",100円／月,"48,440円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,２０６,1K,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"113,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上17階地下1階,29.88m2／9.03坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス駒込ＨＩＬＬＴＯＰ,１０９,1LDK＋WIC,東京都北区中里３－１８－４,"ＪＲ山手線駒込 徒歩8分
ＪＲ京浜東北線田端 徒歩11分
     
     
     ",－,"132,000円／月","12,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上6階 ,36.80m2／11.13坪,2014年12月26日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,２０６,1K,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"113,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上17階地下1階,29.88m2／9.03坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,２０６,1K,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"113,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上17階地下1階,29.88m2／9.03坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,ＴＲＩＡＤＥ,６０１,2LD･K,東京都北区赤羽北２丁目１番１５号,"ＪＲ埼京線北赤羽 徒歩3分
     
     
     
     ",－,"135,000円／月","8,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上10階 ,58.20m2／17.60坪,2003年03月20日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"58,200円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,シエルトゥールロジュマン,２０４,1LDK,東京都北区赤羽二丁目３９番１号,"ＪＲ京浜東北線赤羽 徒歩7分
東京メトロ南北線赤羽岩淵 徒歩5分
     
     
     ",－,"136,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上11階 ,38.97m2／11.78坪,2015年12月10日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"20,000円",100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,ＴＲＩＡＤＥ,８０２,2LD･K,東京都北区赤羽北２丁目１番１５号,"ＪＲ埼京線北赤羽 徒歩3分
     
     
     
     ",－,"137,000円／月","8,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上10階 ,58.20m2／17.60坪,2003年03月20日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"58,200円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,９１５,1DK+SIC,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"137,000円／月","12,000円／月",1ヶ月,1.5ヶ月,鉄筋コンクリート造地上17階地下1階,34.46m2／10.42坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,３１２,1LDK,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"145,000円／月","12,000円／月",1ヶ月,1.5ヶ月,鉄筋コンクリート造地上17階地下1階,42.37m2／12.81坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"42,370円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス駒込ＨＩＬＬＴＯＰ,４１２,1LDK＋WIC,東京都北区中里３－１８－４,"ＪＲ山手線駒込 徒歩8分
ＪＲ京浜東北線田端 徒歩11分
     
     
     ",－,"146,000円／月","12,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上6階 ,36.80m2／11.13坪,2014年12月26日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,４１１,1LDK,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"146,000円／月","12,000円／月",1ヶ月,1.5ヶ月,鉄筋コンクリート造地上17階地下1階,46.83m2／14.16坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"46,830円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス東十条,６０１,2D･K,東京都北区東十条二丁目５番９,"ＪＲ京浜東北線東十条 徒歩3分
ＪＲ埼京線十条 徒歩10分
東京メトロ南北線王子神谷 徒歩10分
     
     ",－,"154,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上13階 ,47.34m2／14.32坪,2007年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,明和管理株式会社,"15,000円",100円／月,"47,340円","区分：必須
保証会社：(株)Casa 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：10,000円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス東十条,６０６,2LD･K,東京都北区東十条二丁目５番９,"ＪＲ京浜東北線東十条 徒歩3分
ＪＲ埼京線十条 徒歩10分
東京メトロ南北線王子神谷 徒歩10分
     
     ",－,"157,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上13階 ,50.66m2／15.32坪,2007年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,明和管理株式会社,"15,000円",100円／月,"50,660円","区分：必須
保証会社：(株)Casa 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：10,000円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークアクシス滝野川ラ　ブリーズ,４２８,1LDK,東京都北区滝野川６－２１－７,"東京都交通局都営三田線西巣鴨 徒歩4分
ＪＲ埼京線板橋 徒歩9分
     
     
     ",－,"159,000円／月","12,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上17階地下1階,43.81m2／13.25坪,2014年01月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,,"43,810円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,北区,パークキューブ西ヶ原ステージ,４２４,2LDK+STORAGE,東京都北区西ケ原四丁目５１番３５号,"東京都交通局都営三田線西巣鴨 徒歩9分
ＪＲ山手線巣鴨 徒歩16分
東京メトロ南北線駒込 徒歩17分
東京都交通局都電荒川線西ヶ原四丁目 徒歩4分
     ",－,"160,000円／月","12,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上14階地下2階,56.17m2／16.99坪,2009年12月01日,24ヶ月,無（定期借家のため）,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産レジデンシャルサービス株式会社　資産マネジメント部,"15,000円",100円／月,"56,170円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ 床暖房／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ グリル／ オートロック／エレベーター／
