fetch_datetime,todofuken,shikuchoson,bld_name,room_name,room_madori,bld_address,access,num_rooms,chinryo,kanrihi,sikikin,reikin,kibo_kozo,menseki_tsubo,syunko_nengappi,keiyaku_kikan,kousinryo,torihiki_taiyo,parking,hoken,kanri_gaisya,kagi_koukan,kouza_furikae,hosyo_gaisya,setsubi,bikou
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークアクシス新板橋イースト,８０４,1K,東京都板橋区板橋４丁目１番１号,"東京都交通局都営三田線新板橋 徒歩2分
ＪＲ埼京線板橋 徒歩8分
東京都交通局都営三田線西巣鴨 徒歩11分
     
     ",－,"94,000円／月","5,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上14階地下1階,25.90m2／7.83坪,2007年02月20日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークキューブ板橋本町,６０４,1K,東京都板橋区大和町１８番６,"東京都交通局都営三田線板橋本町 徒歩1分
東京都交通局都営三田線本蓮沼 徒歩9分
     
     
     ",－,"94,000円／月","5,000円／月",1ヶ月,無,鉄筋コンクリート造（一部鉄骨造）地上14階 ,27.71m2／8.38坪,2008年03月27日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークキューブ板橋本町,６１２,1K,東京都板橋区大和町１８番６,"東京都交通局都営三田線板橋本町 徒歩1分
東京都交通局都営三田線本蓮沼 徒歩9分
     
     
     ",－,"94,000円／月","5,000円／月",1ヶ月,無,鉄筋コンクリート造（一部鉄骨造）地上14階 ,28.41m2／8.59坪,2008年03月27日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークキューブ板橋本町,１３１２,Studio+WIC,東京都板橋区大和町１８番６,"東京都交通局都営三田線板橋本町 徒歩1分
東京都交通局都営三田線本蓮沼 徒歩9分
     
     
     ",－,"94,000円／月","5,000円／月",1ヶ月,無,鉄筋コンクリート造（一部鉄骨造）地上14階 ,26.80m2／8.10坪,2008年03月27日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークアクシス赤塚,４０８,1DK+SIC+WIC,東京都板橋区赤塚二丁目２番１８号,"東京メトロ有楽町線地下鉄赤塚 徒歩3分
東武鉄道東武東上線下赤塚 徒歩1分
     
     
     ",－,"108,000円／月","12,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造（一部鉄骨造）地上13階 ,30.00m2／9.07坪,2018年10月11日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,三井不動産ファシリティーズ株式会社,,100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,クレセ－ル中板橋,３０１,2LD･K,東京都板橋区弥生町５２－１,"東武鉄道東武東上線中板橋 徒歩5分
東武鉄道東武東上線ときわ台 徒歩7分
     
     
     ",－,"124,000円／月","8,000円／月",1ヶ月,1.7ヶ月,鉄筋コンクリート造地上6階 ,49.35m2／14.92坪,2004年03月19日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"20,000円",100円／月,"49,350円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,グレイスフォート,２１０,1LDK,東京都板橋区向原２丁目２４番５号,"東京メトロ有楽町線小竹向原 徒歩4分
東京メトロ副都心線小竹向原 徒歩4分
     
     
     ",－,"129,000円／月","8,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上3階 ,40.56m2／12.26坪,2008年08月29日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"40,560円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,リベラル蓮根,２０４,3LDK,東京都板橋区坂下二丁目３２番６号,"東京都交通局都営三田線蓮根 徒歩2分
     
     
     
     ",－,"131,000円／月","9,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上8階 ,79.38m2／24.01坪,1993年04月06日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社,"20,000円",100円／月,"79,380円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ コンロ／キッチン／ エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,Ｃａｓａ－Ａｉｌｅ,２０３,1LD･K,東京都板橋区成増２－２６－１８,"東京メトロ有楽町線地下鉄成増 徒歩3分
東武鉄道東武東上線成増 徒歩4分
     
     
     ",－,"132,000円／月","8,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上7階 ,54.50m2／16.48坪,2001年03月17日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社　東京営業所,"20,000円",100円／月,"54,500円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークアクシス新板橋イースト,８０４,1K,東京都板橋区板橋４丁目１番１号,"東京都交通局都営三田線新板橋 徒歩2分
ＪＲ埼京線板橋 徒歩8分
東京都交通局都営三田線西巣鴨 徒歩11分
     
     ",－,"94,000円／月","5,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上14階地下1階,25.90m2／7.83坪,2007年02月20日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,板橋桜川パーク・ホームズ,８０３,3LDK,東京都板橋区桜川２丁目２８－１７,"東武鉄道東武東上線上板橋 徒歩6分
     
     
     
     ",－,"139,000円／月","10,000円／月",1ヶ月,1.7ヶ月,鉄骨鉄筋コンクリート造地上9階 ,60.54m2／18.31坪,1990年09月05日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,三井不動産レジデンシャルサービス株式会社　東京北支店,"20,000円",100円／月,"60,540円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,板橋パーク・ホームズ,１４０２,2LDK,東京都板橋区板橋２丁目１９番１０号,"東京都交通局都営三田線板橋区役所前 徒歩5分
ＪＲ埼京線板橋 徒歩13分
東武鉄道東武東上線大山 徒歩7分
     
     ",－,"139,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上14階地下1階,58.13m2／17.58坪,1998年01月01日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,三井不動産レジデンシャルサービス株式会社　東京北支店,"20,000円",100円／月,"58,130円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークアクシス板橋本町弐番館,１４０３,1LDK,東京都板橋区清水町７４番１,"東京都交通局都営三田線板橋本町 徒歩6分
東京都交通局都営三田線本蓮沼 徒歩6分
     
     
     ",－,"153,000円／月","10,000円／月",1ヶ月,1ヶ月,鉄筋コンクリート造地上14階 ,47.79m2／14.45坪,2010年01月29日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,毎日興業株式会社　東京オフィス,"15,000円",100円／月,"47,790円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他2社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／ グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,パークホームズ成増マークレジデンス,１２４,2LDK,東京都板橋区成増三丁目２５番１号,"東武鉄道東武東上線成増 徒歩5分
東京メトロ有楽町線地下鉄成増 徒歩5分
東京メトロ副都心線地下鉄成増 徒歩5分
     
     ",－,"154,000円／月","10,000円／月",1ヶ月,2ヶ月,鉄筋コンクリート造地上9階 ,55.77m2／16.87坪,2009年09月30日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,三井不動産レジデンシャルサービス株式会社　東京北支店,"20,000円",100円／月,"55,770円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ 床暖房／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,板橋桜川パーク・ホームズ,８０３,3LDK,東京都板橋区桜川２丁目２８－１７,"東武鉄道東武東上線上板橋 徒歩6分
     
     
     
     ",－,"139,000円／月","10,000円／月",1ヶ月,1.7ヶ月,鉄骨鉄筋コンクリート造地上9階 ,60.54m2／18.31坪,1990年09月05日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,三井不動産レジデンシャルサービス株式会社　東京北支店,"20,000円",100円／月,"60,540円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,板橋区,板橋桜川パーク・ホームズ,８０３,3LDK,東京都板橋区桜川２丁目２８－１７,"東武鉄道東武東上線上板橋 徒歩6分
     
     
     
     ",－,"139,000円／月","10,000円／月",1ヶ月,1.7ヶ月,鉄骨鉄筋コンクリート造地上9階 ,60.54m2／18.31坪,1990年09月05日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,三井不動産レジデンシャルサービス株式会社　東京北支店,"20,000円",100円／月,"60,540円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
