fetch_datetime,todofuken,shikuchoson,bld_name,room_name,room_madori,bld_address,access,num_rooms,chinryo,kanrihi,sikikin,reikin,kibo_kozo,menseki_tsubo,syunko_nengappi,keiyaku_kikan,kousinryo,torihiki_taiyo,parking,hoken,kanri_gaisya,kagi_koukan,kouza_furikae,hosyo_gaisya,setsubi,bikou
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,２０３,1K,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"93,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,27.28m2／8.25坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,２０７,1K,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"93,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,27.28m2／8.25坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,１０３,1K,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"94,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,27.28m2／8.25坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"35,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ＣＳ／ コンロ／キッチン／ 専用庭／オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,東京Ｈｉｇｈｔｏｗｅｒ,５０１,1LDK+WIC,東京都足立区千住大川町６－１８,"東京メトロ日比谷線北千住 徒歩13分
ＪＲ常磐線北千住 徒歩13分
東京メトロ千代田線北千住 徒歩13分
東武鉄道東武スカイツリーライン北千住 徒歩13分
首都圏新都市鉄道つくばエクスプレス北千住 徒歩13分",－,"116,000円／月","10,000円／月",1ヶ月,1.7ヶ月,鉄筋コンクリート造地上13階地下1階,39.44m2／11.93坪,2018年01月05日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"20,000円",100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,東京Ｈｉｇｈｔｏｗｅｒ,５０２,1LDK+WIC,東京都足立区千住大川町６－１８,"東京メトロ日比谷線北千住 徒歩13分
ＪＲ常磐線北千住 徒歩13分
東京メトロ千代田線北千住 徒歩13分
東武鉄道東武スカイツリーライン北千住 徒歩13分
首都圏新都市鉄道つくばエクスプレス北千住 徒歩13分",－,"116,000円／月","10,000円／月",1ヶ月,1.7ヶ月,鉄筋コンクリート造地上13階地下1階,39.94m2／12.08坪,2018年01月05日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"20,000円",100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,セレーノ六町,４０２,１ＬＤＫ＋Ｓ,東京都足立区六町一丁目１７番４２号,"首都圏新都市鉄道つくばエクスプレス六町 徒歩2分
     
     
     
     ",－,"117,000円／月","6,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上10階 ,48.93m2／14.80坪,2014年11月20日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"20,000円",100円／月,"48,930円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,１０１,1LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"118,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,41.18m2／12.45坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"41,180円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,セレーノ六町,５０２,１ＬＤＫ＋Ｓ,東京都足立区六町一丁目１７番４２号,"首都圏新都市鉄道つくばエクスプレス六町 徒歩2分
     
     
     
     ",－,"118,000円／月","6,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上10階 ,48.93m2／14.80坪,2014年11月20日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"20,000円",100円／月,"48,930円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,セレーノ六町,５０１,１ＬＤＫ＋Ｓ,東京都足立区六町一丁目１７番４２号,"首都圏新都市鉄道つくばエクスプレス六町 徒歩2分
     
     
     
     ",－,"119,000円／月","6,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上10階 ,50.10m2／15.15坪,2014年11月20日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"20,000円",100円／月,"50,100円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,１０２,1LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"120,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,40.96m2／12.39坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"40,960円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,２０１,1LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"121,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,41.18m2／12.45坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"41,180円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,３０１,1LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"122,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,41.18m2／12.45坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"41,180円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,東京Ｈｉｇｈｔｏｗｅｒ,１１０２,1LDK+WIC,東京都足立区千住大川町６－１８,"東京メトロ日比谷線北千住 徒歩13分
ＪＲ常磐線北千住 徒歩13分
東京メトロ千代田線北千住 徒歩13分
東武鉄道東武スカイツリーライン北千住 徒歩13分
首都圏新都市鉄道つくばエクスプレス北千住 徒歩13分",－,"122,000円／月","10,000円／月",1ヶ月,1.7ヶ月,鉄筋コンクリート造地上13階地下1階,39.94m2／12.08坪,2018年01月05日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,グローバルコミュニティ株式会社　東京支社,"20,000円",100円／月,"40,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,４０１,1LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"123,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,41.18m2／12.45坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"41,180円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,５０１,1LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"124,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,41.18m2／12.45坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"41,180円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,６０１,1LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"125,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,41.18m2／12.45坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"41,180円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,ミ・アモール,２０２,2LDK+WIC,東京都足立区綾瀬三丁目１６番１３号,"東京メトロ千代田線綾瀬 徒歩4分
ＪＲ常磐線綾瀬 徒歩4分
     
     
     ",－,"128,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上11階 ,58.00m2／17.54坪,1996年03月22日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"58,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,ラポール中川,２０５,3LDK,東京都足立区中川四丁目４０番８号,"ＪＲ常磐線亀有 徒歩8分
     
     
     
     ",－,"134,000円／月","10,000円／月",2ヶ月,1.2ヶ月,鉄筋コンクリート造地上4階 ,79.62m2／24.08坪,1992年06月25日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"79,620円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／ ＢＳ／ ＣＡＴＶ／コンロ／ グリル／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,ミ・アモール,８０２,2LDK+WIC,東京都足立区綾瀬三丁目１６番１３号,"東京メトロ千代田線綾瀬 徒歩4分
ＪＲ常磐線綾瀬 徒歩4分
     
     
     ",－,"135,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上11階 ,58.00m2／17.54坪,1996年03月22日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"58,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ コンロ／キッチン／グリル／ オートロック／エレベーター／
