fetch_datetime,todofuken,shikuchoson,bld_name,room_name,room_madori,bld_address,access,num_rooms,chinryo,kanrihi,sikikin,reikin,kibo_kozo,menseki_tsubo,syunko_nengappi,keiyaku_kikan,kousinryo,torihiki_taiyo,parking,hoken,kanri_gaisya,kagi_koukan,kouza_furikae,hosyo_gaisya,setsubi,bikou
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,カーサ　フロラシオン,４０３,1DK,東京都江戸川区瑞江四丁目４４番１８号,"東京都交通局都営新宿線瑞江 徒歩2分
     
     
     
     ",－,"96,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上7階 ,40.60m2／12.28坪,2006年03月25日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"40,600円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,カーサ　フロラシオン,６０１,1DK,東京都江戸川区瑞江四丁目４４番１８号,"東京都交通局都営新宿線瑞江 徒歩2分
     
     
     
     ",－,"102,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄筋コンクリート造地上7階 ,41.93m2／12.68坪,2006年03月25日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"41,930円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,モン・コリーヌ山邦,５０３,2DK,東京都江戸川区中葛西５丁目４０－１５,"東京メトロ東西線葛西 徒歩4分
     
     
     
     ",－,"104,000円／月","10,000円／月",1ヶ月,0.5ヶ月,鉄骨鉄筋コンクリート造地上10階 ,42.36m2／12.81坪,1998年02月01日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,ユニオン・シティサービス株式会社　東京東支店,"20,000円",100円／月,"42,360円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,プロスペラール　シーティオ,３０５,1LD･K,東京都江戸川区東瑞江三丁目４２番２号,"東京都交通局都営新宿線瑞江 徒歩6分
     
     
     
     ",－,"114,000円／月","10,000円／月",2ヶ月,2ヶ月,鉄筋コンクリート造地上5階 ,42.53m2／12.86坪,2012年04月28日,24ヶ月,新賃料の1ヶ月分,貸主代理,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"42,530円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,プロスペラール　シーティオ,４０５,1LD･K,東京都江戸川区東瑞江三丁目４２番２号,"東京都交通局都営新宿線瑞江 徒歩6分
     
     
     
     ",－,"114,000円／月","10,000円／月",2ヶ月,2ヶ月,鉄筋コンクリート造地上5階 ,40.97m2／12.39坪,2012年04月28日,24ヶ月,新賃料の1ヶ月分,貸主代理,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"40,970円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,ベイシティ葛西２,６０６,1LD･K+S,東京都江戸川区東葛西６丁目９番１７号,"東京メトロ東西線葛西 徒歩5分
     
     
     
     ",－,"126,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上14階 ,56.72m2／17.15坪,1999年02月01日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,自主管理,"20,000円",100円／月,"56,720円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,ベイシティ葛西２,８０８,2LD･K,東京都江戸川区東葛西６丁目９番１７号,"東京メトロ東西線葛西 徒歩5分
     
     
     
     ",－,"128,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上14階 ,57.72m2／17.46坪,1999年02月01日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,自主管理,"20,000円",100円／月,"57,720円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,コスモ葛西臨海公園ロイヤルコート,３０５,3LDK,東京都江戸川区南葛西５丁目４番１５号,"ＪＲ京葉線葛西臨海公園 徒歩13分
東京メトロ東西線葛西バス10分徒歩3分
     
     
     ",－,"132,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上10階 ,66.18m2／20.01坪,1996年10月01日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,大和ライフネクスト株式会社　東京支社,"20,000円",100円／月,"66,180円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,コスモ葛西臨海公園ロイヤルコート,５１０,3LDK+N,東京都江戸川区南葛西５丁目４番１５号,"ＪＲ京葉線葛西臨海公園 徒歩13分
東京メトロ東西線葛西バス10分徒歩3分
     
     
     ",－,"145,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上10階 ,75.27m2／22.76坪,1996年10月01日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,大和ライフネクスト株式会社　東京支社,"20,000円",100円／月,"75,270円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ ＣＡＴＶ／コンロ／キッチン／ オートロック／エレベーター／
<built-in method now of type object at 0x10ce7f648>,東京都２３区,江戸川区,クレアーレ船堀,６０２,3LD･K+WIC+SIC,東京都江戸川区松江五丁目１８番１６,"東京都交通局都営新宿線船堀 徒歩6分
     
     
     
     ",－,"168,000円／月","10,000円／月",1ヶ月,2ヶ月,鉄筋コンクリート造地上14階 ,71.33m2／21.57坪,2014年03月20日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"71,330円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
